,Frequency,CustGender,CustAccountBalance,Monetary,CustomerAge,Recency,Cluster
1936,1,1,1096.22,300.0,26.0,306,0
1937,1,1,171.87,60.0,19.0,306,0
1938,1,1,18498.61,250.0,26.0,306,0
1939,1,1,29974.96,810.0,32.0,306,1
1940,1,1,33124.75,309.33,22.0,306,0
1941,1,1,58409.87,750.0,26.0,306,2
1942,1,1,5316.86,200.0,39.0,306,1
1943,1,1,968.17,200.0,26.0,306,0
1944,1,1,6771.15,175.0,25.0,306,0
1945,1,1,2.55,50.0,21.0,306,0
1946,1,0,888.54,175.0,23.0,306,3
1947,1,1,44780.01,1.0,25.0,306,0
1948,1,1,3552.5,40.0,25.0,306,0
1949,1,1,5033.53,875.0,22.0,306,0
1950,1,1,10190.46,65.0,26.0,306,0
1951,1,0,97795.47,900.0,31.0,306,2
1952,1,1,11065.04,400.0,21.0,306,0
1953,1,1,14273.8,1575.0,33.0,306,4
1954,1,1,10510.62,1210.9,23.0,306,4
1955,1,0,34676.52,270.0,29.0,306,3
1956,1,0,41.46,1019.0,21.0,306,3
1957,1,1,4290.59,175.0,25.0,306,0
1958,1,0,11116.73,511.92,26.0,306,3
1959,1,0,23772.01,142.0,22.0,306,3
1960,1,1,9.43,330.0,24.0,306,0
1961,1,0,10341.13,100.0,34.0,306,3
1962,1,0,23034.58,291.0,32.0,306,3
1963,1,1,9727.63,500.0,26.0,306,0
1964,1,0,231.84,189.0,25.0,306,3
1965,1,1,67.65,425.0,24.0,306,0
1966,1,0,16577.7,900.0,34.0,306,3
1967,1,0,22452.96,351.0,27.0,306,3
1968,1,1,2509.55,78.0,28.0,306,0
1969,1,0,26464.05,119.0,25.0,306,3
1970,1,0,3877.21,150.0,26.0,306,3
1971,1,1,10123.33,857.75,30.0,306,1
1972,1,1,34747.13,340.0,36.0,306,1
1973,1,1,24085.71,24.0,24.0,306,0
1974,1,1,39172.31,224.0,28.0,306,0
1975,1,1,9727.63,500.0,26.0,306,0
1976,1,1,1277.11,1228.0,29.0,306,4
1977,1,1,7742.91,75.0,31.0,306,1
1978,1,0,133777.1,250.0,23.0,306,2
1979,1,0,64863.65,319.0,24.0,306,3
1980,1,0,62392.47,435.0,25.0,306,3
1981,1,1,81.42,220.0,24.0,306,0
1982,1,1,14463.04,374.0,26.0,306,0
1983,1,1,28164.99,799.0,33.0,306,1
1984,1,1,60338.14,618.0,32.0,306,2
1985,1,1,16358.45,20.0,42.0,306,1
1986,1,1,27597.56,467.0,35.0,306,1
1987,1,0,2706.49,340.0,31.0,306,3
1988,1,1,37502.34,200.0,42.0,306,1
1989,1,1,9351.51,504.31,25.0,306,0
1990,1,1,25488.96,502.0,23.0,306,0
1991,1,1,10025.97,1206.0,31.0,306,4
1992,1,0,4033.62,202.0,30.0,306,3
1993,1,1,26483.08,108.0,24.0,306,0
1994,1,1,82.69,799.0,40.0,306,1
1995,1,1,22779.89,96.0,32.0,306,1
1996,1,1,63898.33,220.0,26.0,306,2
1997,1,0,11747.37,50.0,23.0,306,3
1998,1,1,22464.23,2080.0,32.0,306,4
1999,1,1,4818.96,45.0,26.0,306,0
2000,1,1,7742.91,75.0,31.0,306,1
2001,1,1,2468.52,60.0,32.0,306,1
2002,1,1,105461.2,1291.15,31.0,306,2
2003,1,1,0.77,77.0,27.0,306,0
2004,1,1,0.53,300.0,31.0,306,1
2005,1,0,5922.11,549.0,22.0,306,3
2006,1,1,61706.57,189.0,26.0,306,2
2007,1,1,7036.6,400.0,22.0,306,0
2008,1,0,14020.61,350.0,27.0,306,3
2009,1,1,1734.32,200.0,28.0,306,0
2010,1,1,30559.89,500.0,32.0,306,1
2011,1,0,15282.29,198.0,23.0,306,3
2012,1,1,3796.8,288.0,25.0,306,0
2013,1,1,15073.16,184.0,30.0,306,0
2014,1,1,55841.73,500.0,40.0,306,1
2015,1,1,25.66,81.0,29.0,306,0
2016,1,1,25176.25,1677.0,26.0,306,4
2017,1,0,39397.43,100.0,23.0,306,3
2018,1,1,83511.39,243.0,32.0,306,2
2019,1,1,51027.49,102.0,24.0,306,0
2020,1,0,20394.57,750.0,40.0,306,1
2021,1,1,4002.77,405.0,28.0,306,0
2022,1,1,2548.36,90.0,31.0,306,1
2023,1,1,4231.7,350.0,37.0,306,1
2024,1,1,206.78,137.0,24.0,306,0
2025,1,1,95979.86,175.0,40.0,306,2
2026,1,0,11781.1,1500.0,21.0,306,3
2027,1,1,38036.12,1070.0,32.0,306,4
2028,1,0,684.15,50.0,38.0,306,3
2029,1,1,10023.68,1350.0,42.0,306,1
2030,1,1,374.11,2100.0,27.0,306,4
2031,1,0,21684.93,23.54,23.0,306,3
2032,1,0,7403.38,300.0,25.0,306,3
2033,1,1,36709.8,288.0,33.0,306,1
2034,1,1,5292.28,400.0,29.0,306,0
2035,1,1,38427.81,1003.0,30.0,306,4
2036,1,1,81691.41,300.0,36.0,306,2
2037,1,1,7689.88,120.0,26.0,306,0
2038,1,1,5242.59,150.0,24.0,306,0
2039,1,1,5799.11,1500.0,30.0,306,4
2040,1,0,53403.14,144.0,29.0,306,3
2041,1,1,3921.87,200.0,25.0,306,0
2042,1,1,6090.05,85.0,24.0,306,0
2043,1,0,44890.97,816.0,26.0,306,3
2044,1,0,72.99,215.0,22.0,306,3
2045,1,1,6469.87,972.0,29.0,306,4
2046,1,0,41521.61,500.0,24.0,306,3
2047,1,1,75398.13,555.0,35.0,306,2
2048,1,1,1984.98,1891.0,25.0,306,4
2049,1,1,161.5,97.0,28.0,306,0
2050,1,1,4158.82,550.0,28.0,306,0
2051,1,1,39081.08,349.02,33.0,306,1
2052,1,0,14.52,60.0,20.0,306,3
2053,1,0,127.48,99.0,25.0,306,3
2054,1,1,98043.2,204.0,38.0,306,2
2055,1,1,85473.31,1000.0,34.0,306,2
2056,1,0,27.72,17.0,23.0,306,3
2057,1,1,2.65,1590.0,37.0,306,4
2058,1,1,18.17,176.0,27.0,306,0
2059,1,1,41.96,248.0,39.0,306,1
2060,1,0,18585.33,50.0,23.0,306,3
2061,1,1,5123.03,50.0,32.0,306,1
2062,1,1,27948.95,1000.0,24.0,306,0
2063,1,0,5601.47,1000.0,42.0,306,1
2064,1,1,6248.47,210.0,26.0,306,0
2065,1,1,173.88,105.0,23.0,306,0
2066,1,0,99.77,100.0,27.0,306,3
2067,1,1,15609.73,1459.57,27.0,306,4
2068,1,0,10903.48,149.0,30.0,306,3
2069,1,1,19971.97,500.0,36.0,306,1
2070,1,1,9691.17,200.0,26.0,306,0
2071,1,0,11116.73,772.37,26.0,306,3
2072,1,1,15753.71,644.0,34.0,306,1
2073,1,1,224.97,828.0,25.0,306,0
2074,1,1,12052.72,160.0,29.0,306,0
2075,1,0,19627.93,200.0,22.0,306,3
2076,1,1,2345.01,457.68,26.0,306,0
2077,1,1,1374.02,129.0,33.0,306,1
2078,1,0,36585.6,736.0,34.0,306,3
2079,1,1,18.07,100.0,22.0,306,0
2080,1,1,10.11,50.0,32.0,306,1
2081,1,0,6.54,450.0,23.0,306,3
2082,1,0,917.82,240.0,23.0,306,3
2083,1,0,941.9,1199.0,24.0,306,3
2084,1,0,15493.98,699.0,34.0,306,3
2085,1,1,47496.41,327.0,29.0,306,0
2086,1,0,6158.53,540.0,28.0,306,3
2087,1,1,7.71,200.0,27.0,306,0
2088,1,1,6919.81,260.0,29.0,306,0
2089,1,1,3786.15,1000.0,24.0,306,0
2090,1,1,118.87,752.0,31.0,306,1
2091,1,1,17309.17,30.0,23.0,306,0
2092,1,0,69351.8,628.0,28.0,306,2
2093,1,1,52177.45,588.0,39.0,306,1
2094,1,1,69.43,100.0,27.0,306,0
2095,1,1,34047.25,570.0,25.0,306,0
2096,1,0,33065.23,891.0,34.0,306,3
2097,1,1,10222.43,1544.0,31.0,306,4
2098,1,1,64.4,200.0,31.0,306,1
2099,1,1,2706.88,10.0,22.0,306,0
2100,1,1,11279.67,93.0,29.0,306,0
2101,1,1,8647.42,102.0,22.0,306,0
2102,1,1,261.11,125.0,23.0,306,0
2103,1,1,14206.75,1100.0,32.0,306,4
2104,1,0,386.93,167.2,27.0,306,3
2105,1,1,18.17,121.0,27.0,306,0
2106,1,1,23136.66,79.0,30.0,306,0
2107,1,0,10611.4,750.0,21.0,306,3
2108,1,1,3927.32,315.0,20.0,306,0
2109,1,0,2481.19,204.0,39.0,306,3
2110,1,1,6176.77,57.0,31.0,306,1
2111,1,1,1607.49,550.0,29.0,306,0
2112,1,1,135422.12,60.0,26.0,306,2
2113,1,1,6699.94,261.5,35.0,306,1
2114,1,0,8973.14,428.0,32.0,306,3
2115,1,1,1440.94,100.0,26.0,306,0
2116,1,1,11100.78,310.0,37.0,306,1
2117,1,1,10067.44,150.0,27.0,306,0
2118,1,1,27594.57,500.0,24.0,306,0
2119,1,0,8581.43,1239.0,24.0,306,3
2120,1,1,7399.41,299.0,37.0,306,1
2121,1,1,37895.39,255.0,34.0,306,1
2122,1,1,2113.1,1199.0,39.0,306,1
2123,1,1,15.5,120.0,28.0,306,0
2124,1,1,11920.23,220.0,30.0,306,0
2125,1,1,11339.0,50.0,31.0,306,1
2126,1,1,6557.71,400.0,31.0,306,1
2127,1,1,2339.64,19.0,27.0,306,0
2128,1,0,19169.89,1152.0,24.0,306,3
2129,1,1,5984.77,1352.0,29.0,306,4
2130,1,0,20441.12,50.0,29.0,306,3
2131,1,1,26600.13,337.0,27.0,306,0
2132,1,0,2285.67,2205.0,25.0,306,4
2133,1,1,9384.67,260.0,28.0,306,0
2134,1,1,13700.61,200.0,25.0,306,0
2135,1,1,13334.37,97.0,27.0,306,0
2136,1,0,89715.65,702.1,27.0,306,2
2137,1,1,34922.04,1200.0,29.0,306,4
2138,1,1,54197.01,520.0,28.0,306,2
2139,1,0,9165.14,199.0,26.0,306,3
2140,1,1,14309.41,200.0,30.0,306,0
2141,1,0,18391.63,29.0,23.0,306,3
2142,1,1,79836.01,202.0,37.0,306,2
2143,1,0,23529.74,1548.0,40.0,306,4
2144,1,1,6775.17,304.45,22.0,306,0
2145,1,1,1098.1,48.0,23.0,306,0
2146,1,1,9754.38,399.0,29.0,306,0
2147,1,1,34065.17,33.0,42.0,306,1
2148,1,0,2751.89,78.0,21.0,306,3
2149,1,1,2383.53,165.0,29.0,306,0
2150,1,1,551.64,454.16,28.0,306,0
2151,1,1,28492.27,150.0,30.0,306,1
2152,1,0,32576.91,700.0,22.0,306,3
2153,1,1,20958.32,1000.0,21.0,306,0
2154,1,1,6564.72,50.0,27.0,306,0
2155,1,1,800.21,50.0,25.0,306,0
2156,1,1,35195.17,50.0,28.0,306,0
2157,1,1,2338.87,55.0,27.0,306,0
2158,1,1,7155.43,508.63,25.0,306,0
2159,1,1,18593.95,100.0,30.0,306,0
2160,1,1,17977.09,100.0,18.0,306,0
2161,1,1,9246.98,20.0,28.0,306,0
2162,1,0,36697.31,655.0,34.0,306,3
2163,1,0,2381.62,220.0,25.0,306,3
2164,1,1,23810.38,250.0,24.0,306,0
2165,1,1,54.5,1099.0,27.0,306,4
2166,1,1,20348.42,550.0,26.0,306,0
2167,1,1,46877.88,1500.0,35.0,306,4
2168,1,0,31787.87,478.0,35.0,306,3
2169,1,1,40.35,28.0,28.0,306,0
2170,1,0,6958.17,50.0,24.0,306,3
2171,1,1,0.0,152.0,36.0,306,1
2172,1,1,73.15,309.0,27.0,306,0
2173,1,1,134.95,30.0,21.0,306,0
2174,1,1,13493.34,380.0,26.0,306,0
2175,1,1,123.65,400.0,29.0,306,0
2176,1,0,1898.78,249.0,25.0,306,3
2177,1,0,95967.12,1710.0,42.0,306,2
2178,1,1,32811.97,1100.0,40.0,306,1
2179,1,1,1537.82,60.0,24.0,306,0
2180,1,0,13852.5,769.0,25.0,306,3
2181,1,1,9355.36,728.0,33.0,306,1
2182,1,1,5389.18,50.0,27.0,306,0
2183,1,1,550.56,95.0,32.0,306,1
2184,1,1,2089.8,389.0,23.0,306,0
2185,1,1,34177.61,700.0,26.0,306,0
2186,1,1,9.99,100.0,36.0,306,1
2187,1,1,15201.29,30.0,22.0,306,0
2188,1,1,32739.03,1310.47,31.0,306,4
2189,1,1,69089.41,100.0,36.0,306,2
2190,1,0,18907.66,732.0,19.0,306,3
2191,1,1,510.31,200.0,25.0,306,0
2192,1,1,369.52,745.0,26.0,306,0
2193,1,1,19012.57,930.99,29.0,306,4
2194,1,1,5969.09,812.0,26.0,306,0
2195,1,1,2303.1,200.0,19.0,306,0
2196,1,1,54195.51,200.0,33.0,306,1
2197,1,0,2229.94,418.0,29.0,306,3
2198,1,1,3917.44,1900.0,28.0,306,4
2199,1,1,22343.54,1427.0,32.0,306,4
2200,1,1,2912.02,150.0,23.0,306,0
2201,1,1,2617.95,100.0,23.0,306,0
2202,1,0,15211.66,1137.0,26.0,306,3
2203,1,1,19960.44,50.0,31.0,306,1
2204,1,1,41869.47,70.0,25.0,306,0
2205,1,0,1410.26,101.76,26.0,306,3
2206,1,1,62400.44,400.0,25.0,306,2
2207,1,1,15952.86,350.0,26.0,306,0
2208,1,0,79177.2,1239.0,41.0,306,2
2209,1,1,2190.09,612.4,29.0,306,0
2210,1,1,965.09,116.0,31.0,306,1
2211,1,1,16345.04,300.0,26.0,306,0
2212,1,0,391.24,179.0,24.0,306,3
2213,1,1,13829.08,170.0,37.0,306,1
2214,1,1,224.23,50.0,24.0,306,0
2215,1,1,83338.08,7.0,41.0,306,2
2216,1,1,4325.83,246.38,23.0,306,0
2217,1,1,3920.01,7.0,25.0,306,0
2218,1,1,44869.14,499.0,24.0,306,0
2219,1,1,110615.88,1903.33,38.0,306,2
2220,1,1,44397.23,1522.0,33.0,306,4
2221,1,0,11020.92,436.0,26.0,306,3
2222,1,0,17352.67,100.0,24.0,306,3
2223,1,1,535.94,380.0,28.0,306,0
2224,1,0,44890.97,500.0,26.0,306,3
2225,1,1,10255.27,2032.75,32.0,306,4
2226,1,1,224.12,1.0,27.0,306,0
2227,1,1,36.39,111.0,37.0,306,1
2228,1,1,11162.07,50.0,22.0,306,0
2229,1,1,67.21,250.0,23.0,306,0
2230,1,1,28961.17,270.0,34.0,306,1
2231,1,1,48267.6,300.0,34.0,306,1
2232,1,1,35478.31,885.0,23.0,306,0
2233,1,1,30469.01,25.0,24.0,306,0
2234,1,0,3290.71,257.0,23.0,306,3
2235,1,0,6490.01,1.0,26.0,306,3
2236,1,0,10269.47,443.0,30.0,306,3
2237,1,1,1283.03,1820.0,36.0,306,4
2238,1,1,10896.14,300.0,25.0,306,0
2239,1,0,10482.29,533.0,21.0,306,3
2240,1,1,7361.64,50.0,24.0,306,0
2241,1,1,7.16,200.0,35.0,306,1
2242,1,0,5374.56,60.0,25.0,306,3
2243,1,1,10138.7,28.0,29.0,306,0
2244,1,1,15592.42,250.0,21.0,306,0
2245,1,1,6714.48,2000.0,31.0,306,4
2246,1,0,327.1,1193.0,27.0,306,3
2247,1,1,8302.26,145.0,22.0,306,0
2248,1,1,128683.1,52.58,31.0,306,2
2249,1,1,65446.6,1500.0,39.0,306,4
2250,1,1,1283.03,1820.0,36.0,306,4
2251,1,1,18032.5,1815.0,33.0,306,4
2252,1,1,550.56,95.0,32.0,306,1
2253,1,1,70886.21,250.0,24.0,306,2
2254,1,1,61907.49,806.9,27.0,306,2
2255,1,1,21261.22,350.0,39.0,306,1
2256,1,0,41268.37,100.0,29.0,306,3
2257,1,0,12155.43,1206.97,23.0,306,3
2258,1,1,1720.36,156.0,21.0,306,0
2259,1,1,48418.95,867.0,33.0,306,1
2260,1,1,224.12,1.0,27.0,306,0
2261,1,1,4634.99,1042.0,28.0,306,4
2262,1,1,10.04,0.01,26.0,306,0
2263,1,0,33208.1,58.0,25.0,306,3
2264,1,1,100550.64,721.0,32.0,306,2
2265,1,1,2029.26,500.0,22.0,306,0
2266,1,1,15.14,420.0,29.0,306,0
2267,1,1,7190.73,265.0,28.0,306,0
2268,1,0,4533.63,371.0,23.0,306,3
2269,1,1,3387.8,854.0,28.0,306,0
2270,1,1,13039.34,661.0,29.0,306,0
2271,1,1,7278.01,120.0,27.0,306,0
2272,1,1,537.2,50.0,23.0,306,0
2273,1,0,373.04,83.0,21.0,306,3
2274,1,1,16626.88,1800.0,25.0,306,4
2275,1,1,19652.53,200.0,22.0,306,0
2276,1,1,6389.28,300.0,37.0,306,1
2277,1,1,499.71,10.6,24.0,306,0
2278,1,1,20599.13,200.0,25.0,306,0
2279,1,1,6223.67,150.0,23.0,306,0
2280,1,0,6684.24,577.0,36.0,306,3
2281,1,1,30413.33,306.0,32.0,306,1
2282,1,0,1227.09,2000.0,28.0,306,4
2283,1,1,13.5,990.0,32.0,306,1
2284,1,1,351.72,312.99,31.0,306,1
2285,1,0,22333.61,50.0,24.0,306,3
2286,1,1,97710.55,30.0,27.0,306,2
2287,1,0,37143.98,1976.0,29.0,306,4
2288,1,1,24919.5,330.0,28.0,306,0
2289,1,0,55980.94,1495.0,32.0,306,4
2290,1,1,111389.03,390.67,34.0,306,2
2291,1,0,14101.23,300.0,25.0,306,3
2292,1,0,2406.59,1.0,23.0,306,3
2293,1,1,20882.11,25.0,20.0,306,0
2294,1,1,62400.44,458.0,25.0,306,2
2295,1,1,18773.98,50.0,22.0,306,0
2296,1,1,4086.88,150.0,36.0,306,1
2297,1,1,5.28,10.0,23.0,306,0
2298,1,1,20640.12,1562.47,28.0,306,4
2299,1,1,3834.2,150.0,27.0,306,0
2300,1,1,899.96,1792.0,29.0,306,4
2301,1,1,7454.36,202.0,26.0,306,0
2302,1,0,13067.98,2.0,39.0,306,3
2303,1,0,17019.27,180.0,27.0,306,3
2304,1,0,4033.62,195.0,30.0,306,3
2305,1,1,114980.65,1043.0,40.0,306,2
2306,1,0,44215.24,1500.0,38.0,306,4
2307,1,0,49338.09,1419.0,36.0,306,4
2308,1,1,3924.06,283.0,32.0,306,1
2309,1,1,28314.6,835.61,38.0,306,1
2310,1,1,4268.41,89.8,39.0,306,1
2311,1,1,6555.14,76.0,28.0,306,0
2312,1,1,28.27,1.0,22.0,306,0
2313,1,0,211.76,2170.0,21.0,306,4
2314,1,1,4492.45,79.0,34.0,306,1
2315,1,1,96.49,700.0,24.0,306,0
2316,1,1,100618.09,1000.0,30.0,306,2
2317,1,1,16011.41,48.0,25.0,306,0
2318,1,1,18011.72,1769.0,28.0,306,4
2319,1,1,1800.53,190.0,28.0,306,0
2320,1,1,42802.45,773.0,22.0,306,0
2321,1,0,1929.63,200.0,35.0,306,3
2322,1,1,12.65,28.0,23.0,306,0
2323,1,1,10987.12,320.0,35.0,306,1
2324,1,1,118.58,1169.0,26.0,306,4
2325,1,1,30830.59,550.0,25.0,306,0
2326,1,0,0.29,49.0,21.0,306,3
2327,1,0,84509.29,200.0,26.0,306,2
2328,1,1,15286.76,251.0,27.0,306,0
2329,1,1,202.31,95.0,37.0,306,1
2330,1,1,49.87,500.0,33.0,306,1
2331,1,1,8385.86,100.0,22.0,306,0
2332,1,1,3786.7,270.0,30.0,306,0
2333,1,0,103567.44,670.0,26.0,306,2
2334,1,1,42488.1,203.0,20.0,306,0
2335,1,1,10352.64,237.0,27.0,306,0
2336,1,0,47830.72,2109.0,30.0,306,4
2337,1,1,76956.2,425.0,35.0,306,2
2338,1,1,179.48,132.25,26.0,306,0
2339,1,1,9307.32,999.0,37.0,306,1
2340,1,1,1170.97,878.0,30.0,306,1
2341,1,1,3484.34,220.0,24.0,306,0
2342,1,0,6608.84,590.0,32.0,306,3
2343,1,0,33396.53,1700.0,22.0,306,4
2344,1,0,8496.21,500.0,32.0,306,3
2345,1,1,2.66,297.0,31.0,306,1
2346,1,1,16609.86,898.0,29.0,306,0
2347,1,0,51919.75,620.0,37.0,306,3
2348,1,1,430.28,45.0,31.0,306,1
2349,1,1,2098.81,183.0,30.0,306,0
2350,1,1,2437.99,300.0,25.0,306,0
2351,1,0,2177.51,600.0,23.0,306,3
2352,1,1,70669.27,200.0,30.0,306,2
2353,1,1,56.16,65.0,29.0,306,0
2354,1,1,5937.99,1000.0,32.0,306,1
2355,1,1,5259.86,300.0,31.0,306,1
2356,1,1,12269.1,50.0,23.0,306,0
2357,1,0,516.82,2223.0,32.0,306,4
2358,1,0,1642.32,105.0,30.0,306,3
2359,1,1,0.0,648.0,26.0,306,0
2360,1,1,34402.23,550.0,38.0,306,1
2361,1,1,15172.92,306.0,22.0,306,0
2362,1,1,22360.01,451.0,27.0,306,0
2363,1,0,12095.76,100.0,28.0,306,3
2364,1,1,908.78,987.0,29.0,306,4
2365,1,1,6907.29,480.0,27.0,306,0
2366,1,1,13634.1,95.0,29.0,306,0
2367,1,1,9244.7,98.0,24.0,306,0
2368,1,1,24573.41,1461.0,28.0,306,4
2369,1,1,282.23,300.0,28.0,306,0
2370,1,1,2192.96,433.81,23.0,306,0
2371,1,0,162.99,200.0,24.0,306,3
2372,1,0,4345.31,850.0,25.0,306,3
2373,1,1,4901.32,90.0,26.0,306,0
2374,1,0,20811.91,200.0,22.0,306,3
2375,1,1,50947.92,500.0,27.0,306,0
2376,1,1,21103.19,620.0,33.0,306,1
2377,1,0,41760.62,301.0,25.0,306,3
2378,1,1,61706.57,50.0,26.0,306,2
2379,1,0,22333.61,85.0,24.0,306,3
2380,1,1,15477.73,1200.0,33.0,306,4
2381,1,1,6600.4,1328.0,32.0,306,4
2382,1,1,77080.7,2250.0,26.0,306,4
2383,1,1,15408.02,896.0,24.0,306,0
2384,1,1,249.6,100.0,27.0,306,0
2385,1,1,10921.02,290.0,23.0,306,0
2386,1,1,6540.95,235.0,24.0,306,0
2387,1,1,19816.76,919.0,32.0,306,1
2388,1,1,6643.87,2099.0,30.0,306,4
2389,1,0,33630.81,1061.0,33.0,306,3
2390,1,0,7124.88,514.0,22.0,306,3
2391,1,1,19344.85,1933.0,34.0,306,4
2392,1,0,32132.09,793.0,25.0,306,3
2393,1,1,42.87,200.0,27.0,306,0
2394,1,0,55742.74,244.0,38.0,306,2
2395,1,0,21936.41,24.0,24.0,306,3
2396,1,0,19802.82,436.0,27.0,306,3
2397,1,1,11174.15,600.0,25.0,306,0
2398,1,1,3492.79,737.0,31.0,306,1
2399,1,0,4757.65,200.0,23.0,306,3
2400,1,0,3852.04,1000.0,25.0,306,3
2401,1,0,53861.13,928.0,31.0,306,3
2402,1,0,16351.55,295.0,26.0,306,3
2403,1,1,73.15,48.0,27.0,306,0
2404,1,0,18391.63,35.0,23.0,306,3
2405,1,0,9227.9,312.0,25.0,306,3
2406,1,1,3740.77,50.0,21.0,306,0
2407,1,1,51787.11,800.0,35.0,306,1
2408,1,0,24265.03,1322.0,33.0,306,4
2409,1,0,39.58,45.0,20.0,306,3
2410,1,1,482.92,26.0,23.0,306,0
2411,1,1,1558.87,273.0,34.0,306,1
2412,1,1,2092.79,16.61,27.0,306,0
2413,1,1,66402.24,350.0,31.0,306,2
2414,1,1,2158.55,53.0,25.0,306,0
2415,1,1,99.59,97.0,21.0,306,0
2416,1,1,65900.22,252.0,23.0,306,2
2417,1,1,10342.89,30.0,40.0,306,1
2418,1,1,4415.2,110.0,23.0,306,0
2419,1,0,16161.62,2236.0,23.0,306,4
2420,1,0,248.1,83.0,22.0,306,3
2421,1,1,27652.52,32.0,25.0,306,0
2422,1,1,12309.76,1906.0,27.0,306,4
2423,1,0,15978.99,150.0,29.0,306,3
2424,1,1,7454.99,199.44,33.0,306,1
2425,1,1,17198.82,60.0,30.0,306,0
2426,1,0,1898.78,1022.0,25.0,306,3
2427,1,1,16730.1,538.3,29.0,306,0
2428,1,1,8301.26,1060.0,24.0,306,0
2429,1,1,150.42,150.0,37.0,306,1
2430,1,1,2461.25,50.0,26.0,306,0
2431,1,1,2389.06,250.0,29.0,306,0
2432,1,1,39042.29,486.0,38.0,306,1
2433,1,1,33798.96,50.0,26.0,306,0
2434,1,1,15159.15,119.0,31.0,306,1
2435,1,0,2.15,50.0,19.0,306,3
2436,1,0,3920.33,5.0,21.0,306,3
2437,1,0,52562.91,1233.0,22.0,306,3
2438,1,0,6490.01,1.0,26.0,306,3
2439,1,1,11528.59,180.0,30.0,306,0
2440,1,0,6623.92,60.0,22.0,306,3
2441,1,1,108017.83,426.0,26.0,306,2
2442,1,1,128827.76,413.84,32.0,306,2
2443,1,1,39927.24,299.0,23.0,306,0
2444,1,0,508.63,2058.0,27.0,306,4
2445,1,1,7689.88,118.0,26.0,306,0
2446,1,1,85335.7,859.0,41.0,306,2
2447,1,1,22415.02,460.0,28.0,306,0
2448,1,1,14493.78,242.0,26.0,306,0
2449,1,1,460.27,255.0,38.0,306,1
2450,1,1,4183.67,2000.0,22.0,306,4
2451,1,0,83757.82,32.0,29.0,306,2
2452,1,0,23098.52,599.0,23.0,306,3
2453,1,0,70313.2,450.0,27.0,306,3
2454,1,0,25263.32,487.62,30.0,306,3
2455,1,1,8156.1,875.0,26.0,306,0
2456,1,0,4.47,79.0,25.0,306,3
2457,1,0,9752.52,13.0,32.0,306,3
2458,1,0,5982.59,30.0,25.0,306,3
2459,1,1,25456.35,180.0,27.0,306,0
2460,1,1,6072.03,1000.0,25.0,306,0
2461,1,1,29835.94,204.0,22.0,306,0
2462,1,1,268.52,100.0,25.0,306,0
2463,1,1,453.34,30.0,24.0,306,0
2464,1,0,74037.95,69.0,25.0,306,3
2465,1,0,11588.41,443.0,24.0,306,3
2466,1,0,9631.91,380.0,21.0,306,3
2467,1,0,7.57,320.0,32.0,306,3
2468,1,0,35932.85,368.0,27.0,306,3
2469,1,1,0.0,500.0,32.0,306,1
2470,1,1,7865.99,100.0,23.0,306,0
2471,1,1,1900.51,30.0,25.0,306,0
2472,1,1,3217.37,200.0,22.0,306,0
2473,1,1,21516.56,111.0,27.0,306,0
2474,1,1,22069.42,360.0,23.0,306,0
2475,1,0,2030.17,30.0,23.0,306,3
2476,1,1,74330.85,567.0,27.0,306,2
2477,1,0,11085.3,80.0,25.0,306,3
2478,1,0,123977.32,496.0,37.0,306,2
2479,1,0,24739.43,907.0,21.0,306,3
2480,1,1,29090.72,73.0,37.0,306,1
2481,1,1,43423.46,500.0,28.0,306,0
2482,1,1,242.5,20.0,26.0,306,0
2483,1,1,20096.08,500.0,35.0,306,1
2484,1,1,2362.5,98.0,22.0,306,0
2485,1,0,9997.17,1070.0,30.0,306,3
2486,1,0,85958.27,571.0,19.0,306,2
2487,1,0,56704.07,141.0,29.0,306,3
2488,1,1,9080.53,111.0,32.0,306,1
2489,1,1,16363.22,2246.0,42.0,306,4
2490,1,1,3272.32,47.0,22.0,306,0
2491,1,1,89.96,200.0,36.0,306,1
2492,1,0,10849.37,2040.0,25.0,306,4
2493,1,0,38008.08,155.0,39.0,306,3
2494,1,1,1784.91,100.0,36.0,306,1
2495,1,0,236.81,450.0,21.0,306,3
2496,1,0,3535.6,1420.0,35.0,306,4
2497,1,1,26239.0,550.0,32.0,306,1
2498,1,0,117455.04,80.0,42.0,306,2
2499,1,1,11028.49,228.0,23.0,306,0
2500,1,1,10352.0,26.0,27.0,306,0
2501,1,1,156.21,970.0,26.0,306,0
2502,1,1,7539.95,50.0,28.0,306,0
2503,1,1,13889.47,500.0,25.0,306,0
2504,1,1,29650.64,872.87,30.0,306,1
2505,1,0,1263.73,250.0,34.0,306,3
2506,1,1,19173.82,200.0,24.0,306,0
2507,1,0,2818.84,570.0,23.0,306,3
2508,1,1,5440.34,1249.0,23.0,306,4
2509,1,1,460.27,120.0,38.0,306,1
2510,1,0,1563.41,262.0,25.0,306,3
2511,1,1,34177.61,330.0,26.0,306,0
2512,1,1,1090.91,638.0,24.0,306,0
2513,1,1,8086.77,499.0,21.0,306,0
2514,1,1,126352.67,19.0,21.0,306,2
2515,1,1,36325.66,597.0,31.0,306,1
2516,1,1,54360.97,101.15,25.0,306,0
2517,1,1,33822.88,1329.0,24.0,306,4
