,Frequency,CustGender,CustAccountBalance,Monetary,CustomerAge,Recency,Cluster
5547,1,1,2292.77,200.0,22.0,306,0
5548,1,1,107081.08,270.0,25.0,306,2
5549,1,1,121.1,710.0,17.0,306,0
5550,1,1,45308.08,1230.8,37.0,306,4
5551,1,1,835.7,2154.0,24.0,306,4
5552,1,1,6487.32,55.0,23.0,306,0
5553,1,1,11855.73,1000.0,35.0,306,1
5554,1,1,51787.11,200.0,35.0,306,1
5555,1,1,41128.7,297.0,32.0,306,1
5556,1,0,206.78,117.0,21.0,306,3
5557,1,0,348.54,280.0,24.0,306,3
5558,1,1,756.91,211.28,24.0,306,0
5559,1,1,4619.69,147.0,24.0,306,0
5560,1,0,233.33,54.0,25.0,306,3
5561,1,0,76181.43,100.0,23.0,306,3
5562,1,0,8940.19,300.0,23.0,306,3
5563,1,1,4240.1,30.0,29.0,306,0
5564,1,1,3838.57,47.0,27.0,306,0
5565,1,1,39563.0,456.0,23.0,306,0
5566,1,1,212.07,500.0,29.0,306,0
5567,1,1,75.83,199.0,23.0,306,0
5568,1,1,14700.42,50.0,31.0,306,1
5569,1,1,22518.24,796.06,36.0,306,1
5570,1,1,21868.66,109.0,29.0,306,0
5571,1,0,4146.76,268.0,28.0,306,3
5572,1,1,808.42,20.0,38.0,306,1
5573,1,1,63.8,9.0,26.0,306,0
5574,1,0,128.42,80.0,30.0,306,3
5575,1,1,39559.41,1088.0,36.0,306,1
5576,1,0,1280.21,772.0,29.0,306,3
5577,1,1,9107.29,50.0,33.0,306,1
5578,1,0,53849.31,1770.0,25.0,306,4
5579,1,1,1426.2,20.0,22.0,306,0
5580,1,1,5672.95,410.0,28.0,306,0
5581,1,1,6086.75,50.0,22.0,306,0
5582,1,1,65996.33,40.0,35.0,306,2
5583,1,1,0.45,210.0,28.0,306,0
5584,1,0,6237.72,200.0,31.0,306,3
5585,1,1,442.93,155.0,25.0,306,0
5586,1,0,8081.98,667.0,30.0,306,3
5587,1,1,3544.26,276.0,26.0,306,0
5588,1,1,1916.0,100.0,24.0,306,0
5589,1,1,2913.02,159.0,24.0,306,0
5590,1,1,13700.9,310.0,28.0,306,0
5591,1,1,5086.53,100.0,24.0,306,0
5592,1,1,97.86,30.0,24.0,306,0
5593,1,1,889.42,10.0,25.0,306,0
5594,1,1,6755.3,90.0,34.0,306,1
5595,1,0,6355.27,1252.0,32.0,306,4
5596,1,1,9264.41,196.0,25.0,306,0
5597,1,0,32717.72,1499.0,26.0,306,4
5598,1,1,109830.27,580.0,29.0,306,2
5599,1,1,6919.81,196.0,29.0,306,0
5600,1,1,48.77,30.59,20.0,306,0
5601,1,1,5552.45,50.0,22.0,306,0
5602,1,0,114330.82,25.0,30.0,306,2
5603,1,0,23524.99,635.0,24.0,306,3
5604,1,0,11453.31,550.0,33.0,306,3
5605,1,0,59.71,650.0,29.0,306,3
5606,1,1,0.0,16.0,24.0,306,0
5607,1,1,40475.95,461.0,35.0,306,1
5608,1,1,2548.36,280.0,31.0,306,1
5609,1,1,9873.66,110.0,29.0,306,0
5610,1,1,102750.67,1000.0,24.0,306,2
5611,1,1,4473.27,560.0,25.0,306,0
5612,1,1,4755.46,340.0,42.0,306,1
5613,1,1,33487.53,170.0,40.0,306,1
5614,1,1,7611.03,110.0,25.0,306,0
5615,1,1,30154.3,1199.0,32.0,306,4
5616,1,1,47370.74,138.0,31.0,306,1
5617,1,1,1789.22,50.0,30.0,306,0
5618,1,1,6.95,100.0,32.0,306,1
5619,1,0,902.54,59.0,29.0,306,3
5620,1,1,14059.86,1000.0,39.0,306,1
5621,1,1,61458.27,1093.0,29.0,306,2
5622,1,1,63749.27,369.0,41.0,306,1
5623,1,1,1569.88,200.0,36.0,306,1
5624,1,1,12369.32,100.0,31.0,306,1
5625,1,1,126917.62,441.0,28.0,306,2
5626,1,1,49402.35,1000.0,39.0,306,1
5627,1,1,0.42,579.0,29.0,306,0
5628,1,0,10586.03,1100.0,33.0,306,3
5629,1,1,58890.81,300.0,24.0,306,0
5630,1,1,34023.86,1000.0,32.0,306,1
5631,1,1,6687.78,1242.0,36.0,306,4
5632,1,1,70943.7,30.0,28.0,306,2
5633,1,0,96237.17,200.0,29.0,306,2
5634,1,0,28498.64,12.9,28.0,306,3
5635,1,1,2491.41,20.0,22.0,306,0
5636,1,1,8060.72,704.0,25.0,306,0
5637,1,1,20982.87,100.87,19.0,306,0
5638,1,1,1926.51,1955.0,24.0,306,4
5639,1,0,2823.08,900.0,28.0,306,3
5640,1,1,24139.17,300.0,35.0,306,1
5641,1,1,1916.84,730.0,31.0,306,1
5642,1,1,56622.03,996.0,27.0,306,2
5643,1,1,45201.85,1272.0,25.0,306,4
5644,1,1,5240.39,50.0,25.0,306,0
5645,1,1,502.56,100.0,30.0,306,0
5646,1,1,9191.33,55.0,42.0,306,1
5647,1,1,5042.96,291.92,25.0,306,0
5648,1,0,66922.09,450.0,35.0,306,2
5649,1,1,48.97,2000.0,33.0,306,4
5650,1,0,23028.67,110.0,27.0,306,3
5651,1,1,9494.75,201.0,30.0,306,0
5652,1,1,436.72,106.0,34.0,306,1
5653,1,0,26136.84,200.0,26.0,306,3
5654,1,0,6023.44,250.0,23.0,306,3
5655,1,1,416.27,406.08,38.0,306,1
5656,1,1,116185.02,422.0,35.0,306,2
5657,1,0,29.33,249.0,30.0,306,3
5658,1,1,2299.69,50.0,30.0,306,0
5659,1,1,23858.18,920.0,25.0,306,0
5660,1,1,26759.71,65.0,27.0,306,0
5661,1,1,123.65,1318.5,29.0,306,4
5662,1,1,1603.68,300.0,23.0,306,0
5663,1,0,1267.3,101.0,21.0,306,3
5664,1,1,315.02,319.0,37.0,306,1
5665,1,1,85.39,2021.0,35.0,306,4
5666,1,1,2680.05,500.0,23.0,306,0
5667,1,1,73895.63,197.0,26.0,306,2
5668,1,0,8345.35,439.0,29.0,306,3
5669,1,0,9541.21,287.45,25.0,306,3
5670,1,1,78479.33,599.0,31.0,306,2
5671,1,1,63.36,22.0,26.0,306,0
5672,1,1,27825.73,500.0,36.0,306,1
5673,1,0,16305.89,995.0,24.0,306,3
5674,1,1,29957.98,371.15,29.0,306,0
5675,1,0,22236.89,480.0,28.0,306,3
5676,1,1,30218.06,100.0,26.0,306,0
5677,1,0,1000.75,37.0,27.0,306,3
5678,1,1,3559.05,50.0,23.0,306,0
5679,1,1,3907.76,1.0,21.0,306,0
5680,1,1,12917.6,12.0,27.0,306,0
5681,1,1,49184.38,153.0,28.0,306,0
5682,1,1,34541.1,319.0,31.0,306,1
5683,1,1,20506.73,50.0,20.0,306,0
5684,1,1,6238.18,1006.0,29.0,306,4
5685,1,1,39052.44,829.0,33.0,306,1
5686,1,0,2372.75,1069.0,28.0,306,3
5687,1,1,4305.32,150.0,26.0,306,0
5688,1,1,8749.94,504.9,41.0,306,1
5689,1,1,8765.61,1512.94,31.0,306,4
5690,1,0,7866.19,1.0,28.0,306,3
5691,1,1,367.52,201.0,20.0,306,0
5692,1,1,9368.81,111.37,25.0,306,0
5693,1,0,31.86,114.0,39.0,306,3
5694,1,1,14127.43,1008.63,34.0,306,1
5695,1,1,23777.83,91.87,27.0,306,0
5696,1,0,15901.71,171.95,31.0,306,3
5697,1,0,26974.07,312.0,41.0,306,1
5698,1,1,3652.67,5.0,25.0,306,0
5699,1,0,12761.59,521.0,26.0,306,3
5700,1,1,14869.83,600.0,27.0,306,0
5701,1,1,46509.7,775.0,24.0,306,0
5702,1,0,75481.8,100.0,28.0,306,2
5703,1,1,96660.99,240.0,31.0,306,2
5704,1,1,2.72,175.0,24.0,306,0
5705,1,1,113789.27,1800.36,37.0,306,2
5706,1,0,115690.34,1197.0,37.0,306,2
5707,1,0,7402.96,734.0,24.0,306,3
5708,1,1,26574.49,930.0,30.0,306,1
5709,1,1,6401.69,100.0,30.0,306,0
5710,1,0,81333.99,287.5,23.0,306,2
5711,1,1,1708.93,434.0,33.0,306,1
5712,1,0,44070.9,295.0,24.0,306,3
5713,1,0,11387.97,50.0,24.0,306,3
5714,1,1,30076.63,1679.0,31.0,306,4
5715,1,1,16010.39,850.0,24.0,306,0
5716,1,1,8156.1,98.0,26.0,306,0
5717,1,1,38.7,930.0,28.0,306,0
5718,1,1,21222.34,190.0,24.0,306,0
5719,1,0,11125.4,2000.0,33.0,306,4
5720,1,1,5613.37,300.0,31.0,306,1
5721,1,0,120606.54,162.0,26.0,306,2
5722,1,1,38660.49,36.0,19.0,306,0
5723,1,1,7409.03,640.0,28.0,306,0
5724,1,1,5004.43,38.0,29.0,306,0
5725,1,1,22848.11,719.0,28.0,306,0
5726,1,0,18311.4,400.0,26.0,306,3
5727,1,1,85762.86,2060.0,32.0,306,4
5728,1,1,10451.19,899.0,29.0,306,0
5729,1,1,9900.74,405.0,38.0,306,1
5730,1,0,2475.67,1326.0,30.0,306,4
5731,1,1,34015.48,317.0,37.0,306,1
5732,1,1,78593.99,492.0,24.0,306,2
5733,1,0,1000.75,100.0,27.0,306,3
5734,1,1,38655.22,10.0,24.0,306,0
5735,1,0,23225.53,267.0,32.0,306,3
5736,1,1,46.12,346.0,24.0,306,0
5737,1,1,12443.06,900.0,25.0,306,0
5738,1,0,17592.5,1799.01,34.0,306,4
5739,1,1,3512.98,100.0,32.0,306,1
5740,1,1,11136.38,250.0,24.0,306,0
5741,1,1,9230.77,100.0,27.0,306,0
5742,1,1,7626.89,49.0,25.0,306,0
5743,1,1,3.33,100.0,29.0,306,0
5744,1,1,56364.59,144.0,26.0,306,0
5745,1,1,40510.22,100.0,30.0,306,1
5746,1,0,70161.14,120.0,22.0,306,3
5747,1,1,51.0,520.0,25.0,306,0
5748,1,1,48465.77,1200.0,25.0,306,4
5749,1,1,7801.46,50.0,33.0,306,1
5750,1,1,10239.87,30.0,23.0,306,0
5751,1,1,48877.89,255.0,27.0,306,0
5752,1,1,9810.74,1627.0,31.0,306,4
5753,1,1,73592.43,450.0,38.0,306,2
5754,1,1,19.89,70.0,29.0,306,0
5755,1,1,24426.38,555.0,39.0,306,1
5756,1,1,86452.09,663.0,35.0,306,2
5757,1,1,9596.1,483.0,33.0,306,1
5758,1,1,9650.48,500.0,30.0,306,1
5759,1,1,67789.31,2000.0,31.0,306,4
5760,1,1,1625.91,141.0,19.0,306,0
5761,1,1,4849.22,105.0,27.0,306,0
5762,1,1,17356.95,800.0,29.0,306,0
5763,1,1,5780.27,93.0,35.0,306,1
5764,1,1,29145.52,216.38,40.0,306,1
5765,1,1,4061.4,800.0,25.0,306,0
5766,1,0,18630.91,599.0,28.0,306,3
5767,1,0,63327.0,24.0,25.0,306,3
5768,1,1,53610.05,810.0,34.0,306,1
5769,1,1,16395.86,844.8,31.0,306,1
5770,1,1,6536.65,300.0,25.0,306,0
5771,1,1,28054.11,298.0,23.0,306,0
5772,1,1,128683.1,52.58,31.0,306,2
5773,1,1,4.69,100.0,26.0,306,0
5774,1,1,29.69,122.0,21.0,306,0
5775,1,0,15096.17,344.0,24.0,306,3
5776,1,1,847.96,150.0,23.0,306,0
5777,1,1,7990.66,100.0,24.0,306,0
5778,1,1,6.15,127.0,29.0,306,0
5779,1,1,13140.48,1925.0,27.0,306,4
5780,1,1,56848.42,910.0,36.0,306,2
5781,1,1,76.84,100.0,22.0,306,0
5782,1,1,17380.26,200.0,26.0,306,0
5783,1,1,5805.31,500.0,23.0,306,0
5784,1,1,10619.48,999.0,24.0,306,0
5785,1,0,52508.01,324.0,25.0,306,3
5786,1,1,90191.92,2253.17,34.0,306,4
5787,1,0,17973.85,168.7,24.0,306,3
5788,1,1,8451.93,100.0,23.0,306,0
5789,1,0,38114.18,46.0,30.0,306,3
5790,1,1,13811.37,1000.0,24.0,306,0
5791,1,1,47341.39,750.0,27.0,306,0
5792,1,1,61.28,2253.0,21.0,306,4
5793,1,1,17380.26,407.0,26.0,306,0
5794,1,0,15220.26,362.0,32.0,306,3
5795,1,0,719.7,85.0,24.0,306,3
5796,1,1,160.62,70.0,22.0,306,0
5797,1,0,7.53,100.0,23.0,306,3
5798,1,1,1906.88,1580.0,36.0,306,4
5799,1,1,10430.93,207.27,32.0,306,1
5800,1,1,3467.32,28.0,21.0,306,0
5801,1,1,25067.25,999.0,26.0,306,4
5802,1,1,43356.66,449.1,24.0,306,0
5803,1,0,1790.78,1.0,35.0,306,3
5804,1,0,17215.98,1637.0,23.0,306,4
5805,1,1,10751.5,135.0,26.0,306,0
5806,1,1,26.59,200.0,30.0,306,0
5807,1,1,9873.99,364.32,22.0,306,0
5808,1,1,24571.59,97.0,31.0,306,1
5809,1,1,1215.49,617.0,38.0,306,1
5810,1,1,624.88,499.0,22.0,306,0
5811,1,0,3223.56,1054.0,25.0,306,3
5812,1,1,70611.3,349.36,30.0,306,2
5813,1,1,132888.18,110.0,32.0,306,2
5814,1,1,2459.19,440.0,28.0,306,0
5815,1,1,39227.48,1050.0,31.0,306,4
5816,1,1,55116.37,1420.0,24.0,306,4
5817,1,0,62108.53,1000.0,41.0,306,2
5818,1,1,3537.8,164.0,26.0,306,0
5819,1,0,9264.86,100.0,22.0,306,3
5820,1,1,163.38,20.0,25.0,306,0
5821,1,1,5636.69,598.0,25.0,306,0
5822,1,1,39927.24,20.0,23.0,306,0
5823,1,1,126357.44,216.0,28.0,306,2
5824,1,1,477.67,10.47,26.0,306,0
5825,1,1,3774.69,217.0,30.0,306,0
5826,1,1,2337.54,552.0,26.0,306,0
5827,1,1,10604.84,399.0,31.0,306,1
5828,1,1,15937.74,49.0,31.0,306,1
5829,1,1,1726.6,832.0,33.0,306,1
5830,1,1,37336.79,1000.0,36.0,306,1
5831,1,1,117353.01,500.0,32.0,306,2
5832,1,1,120072.41,90.0,31.0,306,2
5833,1,1,4716.1,808.0,26.0,306,0
5834,1,1,9759.63,640.0,27.0,306,0
5835,1,1,11406.55,1921.81,28.0,306,4
5836,1,1,969.1,20.0,23.0,306,0
5837,1,1,1081.92,435.0,21.0,306,0
5838,1,1,2436.82,300.0,32.0,306,1
5839,1,1,48465.77,1100.0,25.0,306,4
5840,1,1,8301.26,1060.0,24.0,306,0
5841,1,1,35991.7,558.0,34.0,306,1
5842,1,1,71567.26,125.0,35.0,306,2
5843,1,1,5715.68,290.0,30.0,306,0
5844,1,1,3563.55,152.0,32.0,306,1
5845,1,0,11866.43,200.0,26.0,306,3
5846,1,0,9094.56,150.0,23.0,306,3
5847,1,1,36133.83,420.0,28.0,306,0
5848,1,0,22894.81,954.97,25.0,306,3
5849,1,1,5853.34,50.0,23.0,306,0
5850,1,1,28067.74,30.0,27.0,306,0
5851,1,1,12807.47,1000.0,29.0,306,4
5852,1,1,30511.09,1500.0,26.0,306,4
5853,1,0,9755.85,460.0,30.0,306,3
5854,1,0,61777.98,500.0,26.0,306,3
5855,1,0,21049.98,750.0,23.0,306,3
5856,1,1,1853.85,98.0,27.0,306,0
5857,1,1,45442.32,250.0,31.0,306,1
5858,1,1,2824.5,50.0,26.0,306,0
5859,1,0,8304.5,100.0,24.0,306,3
5860,1,1,7111.17,50.0,29.0,306,0
5861,1,1,9934.57,582.9,36.0,306,1
5862,1,1,10085.49,160.0,26.0,306,0
5863,1,0,4774.6,470.0,26.0,306,3
5864,1,1,3233.83,109.67,29.0,306,0
5865,1,1,35306.74,288.0,24.0,306,0
5866,1,0,32804.44,299.0,26.0,306,3
5867,1,0,24742.49,262.0,25.0,306,3
5868,1,0,12092.71,1725.0,39.0,306,4
5869,1,1,2716.3,1436.45,23.0,306,4
5870,1,1,1268.8,61.18,24.0,306,0
5871,1,0,63972.18,217.0,26.0,306,3
5872,1,0,2928.84,100.0,24.0,306,3
5873,1,1,65286.39,823.0,34.0,306,2
5874,1,1,0.81,1123.0,25.0,306,4
5875,1,1,3439.07,50.0,24.0,306,0
5876,1,1,944.45,267.0,30.0,306,0
5877,1,1,17041.36,530.0,25.0,306,0
5878,1,1,7509.96,370.0,28.0,306,0
5879,1,1,545.99,535.33,37.0,306,1
5880,1,0,25181.26,1699.0,35.0,306,4
5881,1,1,6180.25,11.0,21.0,306,0
5882,1,1,3464.0,65.0,22.0,306,0
5883,1,1,4443.24,50.0,27.0,306,0
5884,1,1,70259.93,1173.0,30.0,306,2
5885,1,1,8172.72,100.13,28.0,306,0
5886,1,1,23613.07,130.0,25.0,306,0
5887,1,1,84312.91,249.0,27.0,306,2
5888,1,1,21140.07,20.0,24.0,306,0
5889,1,1,206.78,500.0,24.0,306,0
5890,1,1,37247.49,920.0,37.0,306,1
5891,1,1,60947.95,1710.94,34.0,306,4
5892,1,0,4345.31,309.0,25.0,306,3
5893,1,1,5334.03,1022.0,37.0,306,1
5894,1,1,62784.57,789.0,31.0,306,2
5895,1,1,386.53,30.0,31.0,306,1
5896,1,1,62400.44,60.0,25.0,306,2
5897,1,1,9.42,200.0,21.0,306,0
5898,1,1,35295.92,50.0,21.0,306,0
5899,1,1,2239.83,88.0,23.0,306,0
5900,1,1,121759.17,560.0,38.0,306,2
5901,1,0,12659.59,268.55,29.0,306,3
5902,1,0,3853.97,249.0,22.0,306,3
5903,1,1,84953.47,105.0,41.0,306,2
5904,1,1,113.01,450.0,26.0,306,0
5905,1,1,22974.67,649.0,29.0,306,0
5906,1,1,33864.9,120.0,41.0,306,1
5907,1,0,472.62,1660.0,34.0,306,4
5908,1,1,2076.03,535.0,26.0,306,0
5909,1,0,18770.39,200.0,31.0,306,3
5910,1,0,28111.48,819.0,25.0,306,3
5911,1,1,10414.8,825.0,32.0,306,1
5912,1,1,10719.18,689.0,23.0,306,0
5913,1,1,9727.71,687.0,25.0,306,0
5914,1,0,10920.68,29.0,23.0,306,3
5915,1,1,939.75,467.5,31.0,306,1
5916,1,0,14487.11,2000.0,36.0,306,4
5917,1,1,11031.13,310.0,32.0,306,1
5918,1,0,7.79,50.0,27.0,306,3
5919,1,1,842.47,50.0,26.0,306,0
5920,1,1,93.68,19.0,27.0,306,0
5921,1,1,96743.85,1790.0,30.0,306,2
5922,1,1,162.69,365.0,30.0,306,0
5923,1,0,80346.07,1999.0,27.0,306,4
5924,1,0,9427.3,200.0,26.0,306,3
5925,1,1,12065.62,800.0,26.0,306,0
5926,1,1,9709.61,500.0,36.0,306,1
5927,1,0,78900.6,1725.0,35.0,306,4
5928,1,0,5698.72,1000.0,26.0,306,3
5929,1,1,623.34,109.0,33.0,306,1
5930,1,0,27.27,70.0,24.0,306,3
5931,1,0,5478.44,25.0,23.0,306,3
5932,1,1,10128.05,100.0,29.0,306,0
5933,1,1,25732.25,147.0,27.0,306,0
5934,1,1,12779.46,400.0,25.0,306,0
5935,1,1,161.51,74.0,24.0,306,0
5936,1,1,20773.23,200.0,24.0,306,0
5937,1,0,65287.85,280.0,28.0,306,3
5938,1,1,13763.49,541.0,28.0,306,0
5939,1,1,778.83,30.0,28.0,306,0
5940,1,1,41050.71,1700.0,32.0,306,4
5941,1,1,1403.72,543.0,29.0,306,0
5942,1,1,43611.87,1455.92,27.0,306,4
5943,1,1,14712.69,100.0,24.0,306,0
5944,1,0,30776.02,1700.0,30.0,306,4
5945,1,1,9560.44,657.0,29.0,306,0
5946,1,1,76282.3,1110.0,33.0,306,2
5947,1,1,91909.93,500.0,32.0,306,2
5948,1,1,987.59,149.0,21.0,306,0
5949,1,0,99.78,500.0,25.0,306,3
5950,1,0,13889.05,50.0,34.0,306,3
5951,1,1,37474.89,1825.0,30.0,306,4
5952,1,0,23581.13,1468.0,30.0,306,4
5953,1,0,202.38,2002.0,41.0,306,4
5954,1,0,10066.8,749.0,26.0,306,3
5955,1,1,1802.4,300.0,27.0,306,0
5956,1,1,8578.22,600.0,27.0,306,0
5957,1,1,22136.93,1938.0,23.0,306,4
5958,1,0,27417.17,627.0,27.0,306,3
5959,1,1,63735.14,904.0,30.0,306,2
5960,1,1,2916.9,310.0,24.0,306,0
5961,1,1,328.94,629.0,38.0,306,1
5962,1,1,6389.28,300.0,37.0,306,1
5963,1,1,7602.81,890.0,40.0,306,1
5964,1,1,6155.24,10.0,23.0,306,0
5965,1,1,0.0,163.0,26.0,306,0
5966,1,1,7209.14,297.0,20.0,306,0
5967,1,1,9958.52,150.0,25.0,306,0
5968,1,0,21544.7,50.0,24.0,306,3
5969,1,1,5810.82,108.0,24.0,306,0
5970,1,1,6331.91,200.0,30.0,306,0
5971,1,1,26609.42,1070.0,27.0,306,4
5972,1,1,14194.96,1230.0,40.0,306,1
5973,1,1,73032.18,177.0,28.0,306,2
5974,1,1,14377.54,50.0,26.0,306,0
5975,1,1,924.33,500.0,29.0,306,0
5976,1,1,93742.78,1957.32,37.0,306,2
5977,1,1,113301.81,600.0,28.0,306,2
5978,1,1,13108.31,1996.0,28.0,306,4
5979,1,1,72852.72,140.0,23.0,306,2
5980,1,1,9294.93,125.0,28.0,306,0
5981,1,1,10871.94,1789.3,31.0,306,4
5982,1,1,7622.49,171.0,26.0,306,0
5983,1,0,30928.13,400.0,24.0,306,3
5984,1,0,10.36,20.0,23.0,306,3
5985,1,1,8075.0,30.0,27.0,306,0
5986,1,0,27168.23,1485.0,31.0,306,4
5987,1,1,40924.39,410.0,29.0,306,0
5988,1,0,4112.89,740.0,27.0,306,3
5989,1,1,23509.82,193.0,32.0,306,1
5990,1,1,1856.25,159.0,22.0,306,0
5991,1,1,18380.85,605.0,23.0,306,0
5992,1,1,17028.88,225.0,27.0,306,0
5993,1,0,33703.71,599.0,35.0,306,3
5994,1,1,4074.95,288.26,32.0,306,1
5995,1,0,129964.68,1420.0,37.0,306,2
5996,1,1,39126.43,2000.0,38.0,306,4
5997,1,0,3093.24,1924.1,38.0,306,4
5998,1,1,16878.74,1100.0,30.0,306,4
5999,1,1,1482.16,284.0,23.0,306,0
6000,1,0,12860.39,1620.0,23.0,306,4
6001,1,1,21262.53,266.0,37.0,306,1
6002,1,0,21125.67,1000.0,24.0,306,3
6003,1,1,20656.41,666.36,27.0,306,0
6004,1,1,759.56,500.0,36.0,306,1
6005,1,1,631.31,255.0,21.0,306,0
6006,1,0,4554.13,100.0,29.0,306,3
6007,1,1,1611.67,500.0,33.0,306,1
6008,1,0,18.3,120.0,29.0,306,3
6009,1,0,18094.09,109.0,30.0,306,3
6010,1,1,2537.57,230.0,41.0,306,1
6011,1,1,1545.94,60.0,20.0,306,0
6012,1,1,829.55,973.49,25.0,306,0
6013,1,1,37895.39,10.0,34.0,306,1
6014,1,1,1293.08,227.0,30.0,306,0
6015,1,1,9896.72,265.0,22.0,306,0
6016,1,1,16608.48,280.0,25.0,306,0
6017,1,1,17727.98,279.0,38.0,306,1
6018,1,0,5533.19,382.0,27.0,306,3
6019,1,1,7115.95,248.0,25.0,306,0
6020,1,1,36072.56,478.47,37.0,306,1
6021,1,1,10524.27,50.0,24.0,306,0
6022,1,0,31852.44,400.0,27.0,306,3
6023,1,1,15.65,200.0,27.0,306,0
6024,1,1,7111.22,30.0,28.0,306,0
6025,1,1,66.6,500.0,42.0,306,1
6026,1,0,6.77,1226.0,24.0,306,3
6027,1,1,2590.52,399.0,32.0,306,1
6028,1,1,2961.94,2000.0,37.0,306,4
6029,1,1,19733.63,650.0,37.0,306,1
6030,1,1,101647.18,1846.74,20.0,306,2
6031,1,1,58.74,51.0,27.0,306,0
6032,1,1,20331.49,1135.0,29.0,306,4
6033,1,1,22559.24,149.0,23.0,306,0
6034,1,1,9142.87,100.0,23.0,306,0
6035,1,1,2189.92,17.0,21.0,306,0
6036,1,1,5203.78,1688.0,22.0,306,4
6037,1,1,9383.01,490.0,39.0,306,1
6038,1,0,11384.3,528.0,25.0,306,3
6039,1,0,61428.99,1624.0,29.0,306,4
6040,1,0,36487.26,350.0,26.0,306,3
6041,1,0,676.33,100.0,32.0,306,3
6042,1,1,505.95,10.0,22.0,306,0
6043,1,0,6719.17,453.85,24.0,306,3
6044,1,1,5142.36,1105.0,29.0,306,4
6045,1,1,8829.27,100.86,32.0,306,1
6046,1,1,12031.73,100.0,27.0,306,0
6047,1,1,40732.43,43.0,27.0,306,0
6048,1,1,75615.19,250.0,29.0,306,2
6049,1,1,2711.34,100.0,27.0,306,0
6050,1,0,14322.93,564.4,26.0,306,3
6051,1,1,11078.26,1797.86,23.0,306,4
6052,1,1,10171.62,50.0,21.0,306,0
6053,1,0,13623.88,680.0,32.0,306,3
6054,1,0,5382.61,536.0,33.0,306,3
6055,1,1,227.36,357.52,23.0,306,0
6056,1,1,94.77,100.0,37.0,306,1
6057,1,1,131332.36,1000.0,37.0,306,2
6058,1,1,4847.9,118.0,28.0,306,0
6059,1,1,9367.32,30.0,32.0,306,1
6060,1,1,25989.03,100.0,24.0,306,0
6061,1,1,9988.44,155.0,22.0,306,0
6062,1,1,8829.27,100.86,32.0,306,1
6063,1,1,8485.81,865.0,33.0,306,1
6064,1,1,6760.41,620.0,30.0,306,1
6065,1,1,186.36,163.0,21.0,306,0
6066,1,1,58534.27,2000.0,39.0,306,4
6067,1,1,1.11,441.0,33.0,306,1
6068,1,1,7888.73,29.0,33.0,306,1
6069,1,1,34233.15,63.0,25.0,306,0
6070,1,1,30065.02,165.67,26.0,306,0
6071,1,1,103.07,396.0,29.0,306,0
6072,1,1,44983.19,783.0,36.0,306,1
6073,1,1,1007.69,50.0,28.0,306,0
6074,1,1,15864.26,714.0,39.0,306,1
6075,1,1,12779.76,710.0,29.0,306,0
6076,1,1,13011.06,2250.0,34.0,306,4
6077,1,0,36465.7,150.0,32.0,306,3
6078,1,1,6581.55,1008.63,28.0,306,4
6079,1,1,843.22,2036.0,34.0,306,4
6080,1,1,1377.4,25.0,36.0,306,1
6081,1,0,106590.15,500.0,29.0,306,2
6082,1,1,7187.29,25.0,33.0,306,1
6083,1,1,8408.61,50.0,24.0,306,0
6084,1,0,30857.4,1547.0,25.0,306,4
6085,1,0,20208.81,1458.0,25.0,306,4
6086,1,1,14210.74,100.87,31.0,306,1
6087,1,1,5815.8,198.0,23.0,306,0
6088,1,1,1444.16,1535.0,28.0,306,4
6089,1,0,29054.51,30.0,27.0,306,3
6090,1,0,2612.86,754.0,23.0,306,3
6091,1,0,659.78,27.0,23.0,306,3
6092,1,0,3.1,1750.0,37.0,306,4
6093,1,1,56850.79,410.0,37.0,306,1
6094,1,1,6807.91,100.0,25.0,306,0
6095,1,1,15090.83,1175.93,29.0,306,4
6096,1,0,4131.85,110.0,21.0,306,3
6097,1,1,8826.27,500.0,24.0,306,0
6098,1,1,28651.94,953.0,24.0,306,0
6099,1,1,56385.22,1804.01,30.0,306,4
6100,1,0,27373.21,500.0,25.0,306,3
6101,1,1,10202.67,495.0,37.0,306,1
6102,1,1,581.84,700.0,31.0,306,1
6103,1,1,15522.94,200.0,35.0,306,1
6104,1,1,57321.07,900.0,39.0,306,1
6105,1,1,29389.14,50.0,36.0,306,1
6106,1,1,33841.51,448.0,22.0,306,0
6107,1,0,10725.84,564.0,32.0,306,3
6108,1,1,40484.71,60.0,27.0,306,0
6109,1,1,10518.12,220.0,22.0,306,0
6110,1,1,52308.74,328.0,28.0,306,0
6111,1,1,25748.08,365.0,41.0,306,1
6112,1,0,9947.0,110.0,23.0,306,3
6113,1,1,117.96,50.0,35.0,306,1
6114,1,1,36399.6,420.0,26.0,306,0
6115,1,1,46097.2,1150.0,40.0,306,1
6116,1,1,5505.86,100.0,28.0,306,0
6117,1,1,1184.6,996.0,29.0,306,4
6118,1,1,10579.43,1006.0,31.0,306,4
6119,1,0,14656.27,190.0,21.0,306,3
6120,1,1,7369.65,426.0,24.0,306,0
6121,1,0,112521.34,1599.0,21.0,306,2
6122,1,1,28.32,788.0,25.0,306,0
6123,1,1,77427.0,94.38,28.0,306,2
6124,1,1,20929.33,250.0,30.0,306,1
6125,1,1,24618.07,259.0,32.0,306,1
6126,1,0,60368.91,291.92,28.0,306,3
6127,1,1,53220.18,359.99,27.0,306,0
